sep=, 
final goal x ,4.00948,final Goal y,1.58225
timestamp, position X , position Y , position Z , orientation X , orientation Y , orientation Z , destination change x, destination change y, cordinates change X, cordinates change Y
0.276000000,-2.00002,-0.5,-0.0010015,-7.0234e-06,0.00385455,-2.05544e-06
0.309000000,-2.00002,-0.5,-0.00100139,-7.05346e-06,0.00385309,-1.93195e-06
0.343000000,-2.00002,-0.5,-0.00100139,-7.05431e-06,0.0038531,-1.78626e-06
0.376000000,-2.00002,-0.5,-0.00100139,-7.05493e-06,0.0038531,-1.63832e-06
0.409000000,-2.00002,-0.5,-0.00100139,-7.05555e-06,0.0038531,-1.48939e-06
0.443000000,-2.00002,-0.5,-0.00100139,-7.05618e-06,0.0038531,-1.33579e-06
0.476000000,-2.00002,-0.5,-0.00100139,-7.05679e-06,0.0038531,-1.18668e-06
0.509000000,-2.00002,-0.5,-0.00100139,-7.0574e-06,0.0038531,-1.03757e-06
0.543000000,-2.00002,-0.5,-0.00100139,-7.05802e-06,0.0038531,-8.83934e-07
0.576000000,-2.00002,-0.5,-0.00100139,-7.05862e-06,0.0038531,-7.34821e-07
0.609000000,-2.00002,-0.499999,-0.00100139,-7.05923e-06,0.0038531,-5.85706e-07
0.642000000,-2.00002,-0.499999,-0.00100139,-7.05984e-06,0.0038531,-4.32073e-07
0.676000000,-2.00002,-0.499999,-0.00100139,-7.06044e-06,0.0038531,-2.82958e-07
0.709000000,-2.00002,-0.499999,-0.00100139,-7.06104e-06,0.0038531,-1.33842e-07
0.743000000,-2.00002,-0.499999,-0.00100139,-7.06165e-06,0.0038531,1.97921e-08
0.776000000,-2.00002,-0.499999,-0.00100139,-7.06225e-06,0.0038531,1.68908e-07
0.809000000,-2.00002,-0.499999,-0.00100139,-7.06284e-06,0.0038531,3.18025e-07
0.843000000,-2.00002,-0.499999,-0.00100139,-7.06345e-06,0.0038531,4.71661e-07
0.876000000,-2.00002,-0.499999,-0.00100139,-7.06404e-06,0.0038531,6.20778e-07
0.909000000,-2.00002,-0.499999,-0.00100139,-7.06463e-06,0.0038531,7.69896e-07
